base_name_en,area,rank,item_lang,item,stack,percentage,nodes
Ancient Forest,16,,en,Flamenut,1,100,
Ancient Forest,16,,en,Herb,1,100,
Ancient Forest,16,,en,Nulberry,1,100,
Ancient Forest,17,,en,Adamant Seed,1,100,
Ancient Forest,17,,en,Blue Mushroom,1,100,
Ancient Forest,17,,en,Bomberry,1,100,
Ancient Forest,17,,en,Dragonstrike Nut,1,100,
Ancient Forest,17,,en,Godbug,1,100,
Ancient Forest,17,,en,Honey,1,100,
Ancient Forest,17,,en,Mandragora,1,100,
Ancient Forest,17,,en,Thunderbug,1,100,
Wildspire Waste,1,,en,Baitbug,1,100,
Wildspire Waste,1,,en,Bitterbug,1,100,
Wildspire Waste,1,,en,Fire Herb,1,100,
Wildspire Waste,1,,en,Flamenut,1,100,
Wildspire Waste,1,,en,Flowfern,1,100,
Wildspire Waste,1,,en,Herb,1,100,
Wildspire Waste,1,,en,Honey,1,100,
Wildspire Waste,1,,en,Latchberry,1,100,
Wildspire Waste,1,,en,Needleberry,1,100,
Wildspire Waste,1,,en,Parashroom,1,100,
Wildspire Waste,2,,en,Antidote Herb,1,100,
Wildspire Waste,2,,en,Blue Mushroom,1,100,
Wildspire Waste,2,,en,Latchberry,1,100,
Wildspire Waste,2,,en,Might Seed,1,100,
Wildspire Waste,3,,en,Smokenut,1,100,
Wildspire Waste,3,,en,Toadstool,1,100,
Wildspire Waste,4,,en,Fire Herb,1,100,
Wildspire Waste,4,,en,Godbug,1,100,
Wildspire Waste,4,,en,Herb,1,100,
Wildspire Waste,4,,en,Honey,1,100,
Wildspire Waste,4,,en,Latchberry,1,100,
Wildspire Waste,4,,en,Might Seed,1,100,
Wildspire Waste,4,,en,Needleberry,1,100,
Wildspire Waste,4,,en,Sleep Herb,1,100,
Wildspire Waste,5,,en,Antidote Herb,1,100,
Wildspire Waste,5,,en,Bitterbug,1,100,
Wildspire Waste,5,,en,Blastnut,1,100,
Wildspire Waste,5,,en,Blue Mushroom,1,100,
Wildspire Waste,5,,en,Dragonstrike Nut,1,100,
Wildspire Waste,5,,en,Flamenut,1,100,
Wildspire Waste,5,,en,Flashbug,1,100,
Wildspire Waste,5,,en,Herb,1,100,
Wildspire Waste,5,,en,Honey,1,100,
Wildspire Waste,5,,en,Ivy,1,100,
Wildspire Waste,5,,en,Parashroom,1,100,
Wildspire Waste,5,,en,Spider Web,1,100,
Wildspire Waste,6,,en,Herb,1,100,
Wildspire Waste,6,,en,Honey,1,100,
Wildspire Waste,6,,en,Needleberry,1,100,
Wildspire Waste,6,,en,Nitroshroom,1,100,
Wildspire Waste,6,,en,Slashberry,1,100,
Wildspire Waste,7,,en,Antidote Herb,1,100,
Wildspire Waste,7,,en,Blastnut,1,100,
Wildspire Waste,7,,en,Godbug,1,100,
Wildspire Waste,7,,en,Herb,1,100,
Wildspire Waste,7,,en,Needleberry,1,100,
Wildspire Waste,7,,en,Nitroshroom,1,100,
Wildspire Waste,8,,en,Flamenut,1,100,
Wildspire Waste,8,,en,Herb,1,100,
Wildspire Waste,8,,en,Needleberry,1,100,
Wildspire Waste,8,,en,Slashberry,1,100,
Wildspire Waste,8,,en,Thunderbug,1,100,
Wildspire Waste,9,,en,Herb,1,100,
Wildspire Waste,9,,en,Latchberry,1,100,
Wildspire Waste,9,,en,Sleep Herb,1,100,
Wildspire Waste,10,,en,Exciteshroom,1,100,
Wildspire Waste,10,,en,Flamenut,1,100,
Wildspire Waste,10,,en,Herb,1,100,
Wildspire Waste,10,,en,Honey,1,100,
Wildspire Waste,10,,en,Latchberry,1,100,
Wildspire Waste,10,,en,Might Seed,1,100,
Wildspire Waste,10,,en,Nulberry,1,100,
Wildspire Waste,11,,en,Antidote Herb,1,100,
Wildspire Waste,11,,en,Baitbug,1,100,
Wildspire Waste,11,,en,Bitterbug,1,100,
Wildspire Waste,11,,en,Blastnut,1,100,
Wildspire Waste,11,,en,Bomberry,1,100,
Wildspire Waste,11,,en,Dragonstrike Nut,1,100,
Wildspire Waste,11,,en,Flamenut,1,100,
Wildspire Waste,11,,en,Herb,1,100,
Wildspire Waste,11,,en,Latchberry,1,100,
Wildspire Waste,11,,en,Mandragora,1,100,
Wildspire Waste,11,,en,Might Seed,1,100,
Wildspire Waste,11,,en,Spider Web,1,100,
Wildspire Waste,13,,en,Bitterbug,1,100,
Wildspire Waste,13,,en,Blastnut,1,100,
Wildspire Waste,13,,en,Flamenut,1,100,
Wildspire Waste,13,,en,Nitroshroom,1,100,
Wildspire Waste,14,,en,Herb,1,100,
Wildspire Waste,15,,en,Godbug,1,100,
Wildspire Waste,15,,en,Herb,1,100,
Wildspire Waste,15,,en,Honey,1,100,
Wildspire Waste,15,,en,Might Seed,1,100,
Wildspire Waste,15,,en,Slashberry,1,100,
Wildspire Waste,15,HR,en,Monster Bone S,1,45,
Wildspire Waste,15,HR,en,Quality Bone,1,30,
Wildspire Waste,15,HR,en,Boulder Bone,1,20,
Wildspire Waste,15,HR,en,Dragonbone Relic,1,5,
Wildspire Waste,15,HR,en,Monster Bone S,1,23,
Wildspire Waste,15,HR,en,Quality Bone,1,40,
Wildspire Waste,15,HR,en,Boulder Bone,1,30,
Wildspire Waste,15,HR,en,Dragonbone Relic,1,7,
Coral Highlands,1,,en,Blue Mushroom,1,100,
Coral Highlands,1,,en,Herb,1,100,
Coral Highlands,1,,en,Latchberry,1,100,
Coral Highlands,1,,en,Snow Herb,1,100,
Coral Highlands,2,,en,Herb,1,100,
Coral Highlands,2,,en,Honey,1,100,
Coral Highlands,2,,en,Latchberry,1,100,
Coral Highlands,2,,en,Nulberry,1,100,
Coral Highlands,2,,en,Thunderbug,1,100,
Coral Highlands,3,,en,Blue Mushroom,1,100,
Coral Highlands,3,,en,Fire Herb,1,100,
Coral Highlands,3,,en,Herb,1,100,
Coral Highlands,3,,en,Latchberry,1,100,
Coral Highlands,4,,en,Blue Mushroom,1,100,
Coral Highlands,4,,en,Flashbug,1,100,
Coral Highlands,4,,en,Latchberry,1,100,
Coral Highlands,5,,en,Blazenut,1,100,
Coral Highlands,5,,en,Latchberry,1,100,
Coral Highlands,5,,en,Sleep Herb,1,100,
Coral Highlands,6,,en,Baitbug,1,100,
Coral Highlands,6,,en,Blastnut,1,100,
Coral Highlands,6,,en,Blue Mushroom,1,100,
Coral Highlands,6,,en,Dragonstrike Nut,1,100,
Coral Highlands,6,,en,Exciteshroom,1,100,
Coral Highlands,6,,en,Flamenut,1,100,
Coral Highlands,6,,en,Flowfern,1,100,
Coral Highlands,6,,en,Ivy,1,100,
Coral Highlands,6,,en,Parashroom,1,100,
Coral Highlands,6,,en,Spider Web,1,100,
Coral Highlands,7,,en,Blue Mushroom,1,100,
Coral Highlands,7,,en,Flashbug,1,100,
Coral Highlands,7,,en,Herb,1,100,
Coral Highlands,8,,en,Needleberry,1,100,
Coral Highlands,8,,en,Nulberry,1,100,
Coral Highlands,8,,en,Smokenut,1,100,
Coral Highlands,9,,en,Blastnut,1,100,
Coral Highlands,9,,en,Dragonfell Berry,1,100,
Coral Highlands,9,,en,Herb,1,100,
Coral Highlands,9,,en,Honey,1,100,
Coral Highlands,9,,en,Latchberry,1,100,
Coral Highlands,10,,en,Adamant Seed,1,100,
Coral Highlands,10,,en,Flamenut,1,100,
Coral Highlands,10,,en,Herb,1,100,
Coral Highlands,10,,en,Needleberry,1,100,
Coral Highlands,10,,en,Thunderbug,1,100,
Coral Highlands,11,,en,Adamant Seed,1,100,
Coral Highlands,11,,en,Baitbug,1,100,
Coral Highlands,11,,en,Bitterbug,1,100,
Coral Highlands,11,,en,Honey,1,100,
Coral Highlands,11,,en,Ivy,1,100,
Coral Highlands,11,,en,Thunderbug,1,100,
Coral Highlands,12,,en,Bomberry,1,100,
Coral Highlands,12,,en,Herb,1,100,
Coral Highlands,12,,en,Nulberry,1,100,
Coral Highlands,12,,en,Slashberry,1,100,
Coral Highlands,13,,en,Antidote Herb,1,100,
Coral Highlands,13,,en,Nulberry,1,100,
Coral Highlands,13,,en,Parashroom,1,100,
Coral Highlands,13,,en,Slashberry,1,100,
Coral Highlands,13,,en,Toadstool,1,100,
Coral Highlands,14,,en,Baitbug,1,100,
Coral Highlands,14,,en,Blazenut,1,100,
Coral Highlands,14,,en,Devil's Blight,1,100,
Coral Highlands,14,,en,Exciteshroom,1,100,
Coral Highlands,14,,en,Honey,1,100,
Coral Highlands,14,,en,Mandragora,1,100,
Coral Highlands,15,,en,Herb,1,100,
Coral Highlands,15,,en,Slashberry,1,100,
Coral Highlands,2,LR,en,Monster Bone S,1,60,
Coral Highlands,2,LR,en,Sturdy Bone,1,20,
Coral Highlands,2,LR,en,Coral Bone,1,20,
Coral Highlands,2,LR,en,Sturdy Bone,1,30,
Coral Highlands,2,LR,en,Coral Bone,1,30,
Coral Highlands,2,LR,en,Monster Bone S,1,20,
Coral Highlands,2,LR,en,Monster Bone S,1,20,
Coral Highlands,2,HR,en,Sturdy Bone,1,47,
Coral Highlands,2,HR,en,Quality Bone,1,30,
Coral Highlands,2,HR,en,Coral Bone,1,20,
Coral Highlands,2,HR,en,Dragonbone Relic,1,3,
Coral Highlands,2,HR,en,Sturdy Bone,1,25,
Coral Highlands,2,HR,en,Quality Bone,1,40,
Coral Highlands,2,HR,en,Coral Bone,1,30,
Coral Highlands,2,HR,en,Dragonbone Relic,1,5,
Coral Highlands,3,LR,en,Monster Bone S,1,60,
Coral Highlands,3,LR,en,Sturdy Bone,1,20,
Coral Highlands,3,LR,en,Coral Bone,1,20,
Coral Highlands,3,HR,en,Sturdy Bone,1,47,
Coral Highlands,3,HR,en,Quality Bone,1,30,
Coral Highlands,3,HR,en,Coral Bone,1,20,
Coral Highlands,3,HR,en,Dragonbone Relic,1,3,
Coral Highlands,4,LR,en,Monster Bone S,1,60,
Coral Highlands,4,LR,en,Sturdy Bone,1,20,
Coral Highlands,4,LR,en,Coral Bone,1,20,
Coral Highlands,4,HR,en,Sturdy Bone,1,47,
Coral Highlands,4,HR,en,Quality Bone,1,30,
Coral Highlands,4,HR,en,Coral Bone,1,20,
Coral Highlands,4,HR,en,Dragonbone Relic,1,3,
Coral Highlands,5,LR,en,Honey,1,1,
Coral Highlands,5,LR,en,Monster Bone S,1,60,
Coral Highlands,5,LR,en,Sturdy Bone,1,20,
Coral Highlands,5,LR,en,Coral Bone,1,20,
Coral Highlands,5,HR,en,Honey,1,1,
Coral Highlands,5,HR,en,Sturdy Bone,1,47,
Coral Highlands,5,HR,en,Quality Bone,1,30,
Coral Highlands,5,HR,en,Coral Bone,1,20,
Coral Highlands,5,HR,en,Dragonbone Relic,1,3,
Coral Highlands,6,LR,en,Monster Bone S,1,60,
Coral Highlands,6,LR,en,Sturdy Bone,1,20,
Coral Highlands,6,LR,en,Coral Bone,1,20,
Coral Highlands,6,LR,en,Sturdy Bone,1,30,
Coral Highlands,6,LR,en,Coral Bone,1,30,
Coral Highlands,6,LR,en,Monster Bone S,1,20,
Coral Highlands,6,LR,en,Monster Bone S,1,20,
Coral Highlands,6,HR,en,Sturdy Bone,1,47,
Coral Highlands,6,HR,en,Quality Bone,1,30,
Coral Highlands,6,HR,en,Coral Bone,1,20,
Coral Highlands,6,HR,en,Dragonbone Relic,1,3,
Coral Highlands,6,HR,en,Sturdy Bone,1,25,
Coral Highlands,6,HR,en,Quality Bone,1,40,
Coral Highlands,6,HR,en,Coral Bone,1,30,
Coral Highlands,6,HR,en,Dragonbone Relic,1,5,
Coral Highlands,7,LR,en,Monster Bone S,1,60,
Coral Highlands,7,LR,en,Sturdy Bone,1,20,
Coral Highlands,7,LR,en,Coral Bone,1,20,
Coral Highlands,7,HR,en,Sturdy Bone,1,47,
Coral Highlands,7,HR,en,Quality Bone,1,30,
Coral Highlands,7,HR,en,Coral Bone,1,20,
Coral Highlands,7,HR,en,Dragonbone Relic,1,3,
Coral Highlands,8,LR,en,Iron Ore,1,34,
Coral Highlands,8,LR,en,Coral Crystal,1,23,
Coral Highlands,8,LR,en,Dragonite Ore,1,17,
Coral Highlands,8,LR,en,Aquacore Ore,1,13,
Coral Highlands,8,LR,en,Machalite Ore,1,10,
Coral Highlands,8,LR,en,Lightcrystal,1,3,
Coral Highlands,8,LR,en,Iron Ore,1,20,
Coral Highlands,8,LR,en,Coral Crystal,1,38,
Coral Highlands,8,LR,en,Dragonite Ore,1,18,
Coral Highlands,8,LR,en,Aquacore Ore,1,21,
Coral Highlands,8,LR,en,Lightcrystal,1,3,
Coral Highlands,8,LR,en,Dragonite Ore,1,50,
Coral Highlands,8,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,8,LR,en,Spiritcore Ore,1,13,
Coral Highlands,8,LR,en,Novacrystal,1,3,
Coral Highlands,8,LR,en,Monster Bone S,1,60,
Coral Highlands,8,LR,en,Sturdy Bone,1,20,
Coral Highlands,8,LR,en,Coral Bone,1,20,
Coral Highlands,8,LR,en,Sturdy Bone,1,30,
Coral Highlands,8,LR,en,Coral Bone,1,30,
Coral Highlands,8,LR,en,Monster Bone S,1,20,
Coral Highlands,8,LR,en,Monster Bone S,1,20,
Coral Highlands,8,HR,en,Coral Crystal,1,37,
Coral Highlands,8,HR,en,Carbalite Ore,1,31,
Coral Highlands,8,HR,en,Dragonite Ore,1,17,
Coral Highlands,8,HR,en,Aquacore Ore,1,15,
Coral Highlands,8,HR,en,Lightcrystal,1,7,
Coral Highlands,8,HR,en,Novacrystal,1,3,
Coral Highlands,8,HR,en,Coral Crystal,1,26,
Coral Highlands,8,HR,en,Carbalite Ore,1,30,
Coral Highlands,8,HR,en,Dragonite Ore,1,13,
Coral Highlands,8,HR,en,Aquacore Ore,1,21,
Coral Highlands,8,HR,en,Lightcrystal,1,7,
Coral Highlands,8,HR,en,Novacrystal,1,3,
Coral Highlands,8,HR,en,Dragonite Ore,1,33,
Coral Highlands,8,HR,en,Dragonvein Crystal,1,41,
Coral Highlands,8,HR,en,Spiritcore Ore,1,21,
Coral Highlands,8,HR,en,Novacrystal,1,5,
Coral Highlands,8,HR,en,Sturdy Bone,1,47,
Coral Highlands,8,HR,en,Quality Bone,1,30,
Coral Highlands,8,HR,en,Coral Bone,1,20,
Coral Highlands,8,HR,en,Dragonbone Relic,1,3,
Coral Highlands,8,HR,en,Sturdy Bone,1,25,
Coral Highlands,8,HR,en,Quality Bone,1,40,
Coral Highlands,8,HR,en,Coral Bone,1,30,
Coral Highlands,8,HR,en,Dragonbone Relic,1,5,
Coral Highlands,9,LR,en,Iron Ore,1,34,
Coral Highlands,9,LR,en,Coral Crystal,1,23,
Coral Highlands,9,LR,en,Dragonite Ore,1,17,
Coral Highlands,9,LR,en,Aquacore Ore,1,13,
Coral Highlands,9,LR,en,Machalite Ore,1,10,
Coral Highlands,9,LR,en,Lightcrystal,1,3,
Coral Highlands,9,LR,en,Iron Ore,1,20,
Coral Highlands,9,LR,en,Coral Crystal,1,38,
Coral Highlands,9,LR,en,Dragonite Ore,1,18,
Coral Highlands,9,LR,en,Aquacore Ore,1,21,
Coral Highlands,9,LR,en,Lightcrystal,1,3,
Coral Highlands,9,LR,en,Dragonite Ore,1,50,
Coral Highlands,9,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,9,LR,en,Spiritcore Ore,1,13,
Coral Highlands,9,LR,en,Novacrystal,1,3,
Coral Highlands,9,LR,en,Monster Bone S,1,60,
Coral Highlands,9,LR,en,Sturdy Bone,1,20,
Coral Highlands,9,LR,en,Coral Bone,1,20,
Coral Highlands,9,HR,en,Coral Crystal,1,37,
Coral Highlands,9,HR,en,Carbalite Ore,1,31,
Coral Highlands,9,HR,en,Dragonite Ore,1,17,
Coral Highlands,9,HR,en,Aquacore Ore,1,15,
Coral Highlands,9,HR,en,Lightcrystal,1,7,
Coral Highlands,9,HR,en,Novacrystal,1,3,
Coral Highlands,9,HR,en,Coral Crystal,1,26,
Coral Highlands,9,HR,en,Carbalite Ore,1,30,
Coral Highlands,9,HR,en,Dragonite Ore,1,13,
Coral Highlands,9,HR,en,Aquacore Ore,1,21,
Coral Highlands,9,HR,en,Lightcrystal,1,7,
Coral Highlands,9,HR,en,Novacrystal,1,3,
Coral Highlands,9,HR,en,Sturdy Bone,1,47,
Coral Highlands,9,HR,en,Quality Bone,1,30,
Coral Highlands,9,HR,en,Coral Bone,1,20,
Coral Highlands,9,HR,en,Dragonbone Relic,1,3,
Coral Highlands,10,LR,en,Dragonite Ore,1,50,
Coral Highlands,10,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,10,LR,en,Spiritcore Ore,1,13,
Coral Highlands,10,LR,en,Novacrystal,1,3,
Coral Highlands,11,LR,en,Iron Ore,1,34,
Coral Highlands,11,LR,en,Coral Crystal,1,23,
Coral Highlands,11,LR,en,Dragonite Ore,1,17,
Coral Highlands,11,LR,en,Aquacore Ore,1,13,
Coral Highlands,11,LR,en,Machalite Ore,1,10,
Coral Highlands,11,LR,en,Lightcrystal,1,3,
Coral Highlands,11,LR,en,Iron Ore,1,20,
Coral Highlands,11,LR,en,Coral Crystal,1,38,
Coral Highlands,11,LR,en,Dragonite Ore,1,18,
Coral Highlands,11,LR,en,Aquacore Ore,1,21,
Coral Highlands,11,LR,en,Lightcrystal,1,3,
Coral Highlands,11,LR,en,Dragonite Ore,1,50,
Coral Highlands,11,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,11,LR,en,Spiritcore Ore,1,13,
Coral Highlands,11,LR,en,Novacrystal,1,3,
Coral Highlands,11,HR,en,Coral Crystal,1,37,
Coral Highlands,11,HR,en,Carbalite Ore,1,31,
Coral Highlands,11,HR,en,Dragonite Ore,1,17,
Coral Highlands,11,HR,en,Aquacore Ore,1,15,
Coral Highlands,11,HR,en,Lightcrystal,1,7,
Coral Highlands,11,HR,en,Novacrystal,1,3,
Coral Highlands,11,HR,en,Coral Crystal,1,26,
Coral Highlands,11,HR,en,Carbalite Ore,1,30,
Coral Highlands,11,HR,en,Dragonite Ore,1,13,
Coral Highlands,11,HR,en,Aquacore Ore,1,21,
Coral Highlands,11,HR,en,Lightcrystal,1,7,
Coral Highlands,11,HR,en,Novacrystal,1,3,
Coral Highlands,11,HR,en,Dragonite Ore,1,33,
Coral Highlands,11,HR,en,Dragonvein Crystal,1,41,
Coral Highlands,11,HR,en,Spiritcore Ore,1,21,
Coral Highlands,11,HR,en,Novacrystal,1,5,
Coral Highlands,12,LR,en,Dragonite Ore,1,50,
Coral Highlands,12,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,12,LR,en,Spiritcore Ore,1,13,
Coral Highlands,12,LR,en,Novacrystal,1,3,
Coral Highlands,13,LR,en,Monster Bone S,1,60,
Coral Highlands,13,LR,en,Sturdy Bone,1,20,
Coral Highlands,13,LR,en,Coral Bone,1,20,
Coral Highlands,13,HR,en,Sturdy Bone,1,47,
Coral Highlands,13,HR,en,Quality Bone,1,30,
Coral Highlands,13,HR,en,Coral Bone,1,20,
Coral Highlands,13,HR,en,Dragonbone Relic,1,3,
Coral Highlands,14,LR,en,Dragonite Ore,1,50,
Coral Highlands,14,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,14,LR,en,Spiritcore Ore,1,13,
Coral Highlands,14,LR,en,Novacrystal,1,3,
Coral Highlands,15,LR,en,Iron Ore,1,34,
Coral Highlands,15,LR,en,Coral Crystal,1,23,
Coral Highlands,15,LR,en,Dragonite Ore,1,17,
Coral Highlands,15,LR,en,Aquacore Ore,1,13,
Coral Highlands,15,LR,en,Machalite Ore,1,10,
Coral Highlands,15,LR,en,Lightcrystal,1,3,
Coral Highlands,15,LR,en,Dragonite Ore,1,50,
Coral Highlands,15,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,15,LR,en,Spiritcore Ore,1,13,
Coral Highlands,15,LR,en,Novacrystal,1,3,
Coral Highlands,15,HR,en,Coral Crystal,1,37,
Coral Highlands,15,HR,en,Carbalite Ore,1,31,
Coral Highlands,15,HR,en,Dragonite Ore,1,17,
Coral Highlands,15,HR,en,Aquacore Ore,1,15,
Coral Highlands,15,HR,en,Lightcrystal,1,7,
Coral Highlands,15,HR,en,Novacrystal,1,3,
Rotten Vale,1,,en,Flamenut,1,100,
Rotten Vale,1,,en,Bitterbug,1,100,
Rotten Vale,1,,en,Sleep Herb,1,100,
Rotten Vale,1,,en,Mandragora,1,100,
Rotten Vale,1,LR,en,Monster Bone S,1,60,
Rotten Vale,1,LR,en,Sturdy Bone,1,20,
Rotten Vale,1,LR,en,Warped Bone,1,20,
Rotten Vale,1,HR,en,Sturdy Bone,1,45,
Rotten Vale,1,HR,en,Quality Bone,1,30,
Rotten Vale,1,HR,en,Warped Bone,1,20,
Rotten Vale,1,HR,en,Dragonbone Relic,1,5,
Rotten Vale,2,,en,Flamenut,1,100,
Rotten Vale,2,,en,Ivy,1,100,
Rotten Vale,2,,en,Bitterbug,1,100,
Rotten Vale,2,,en,Blastnut,1,100,
Rotten Vale,2,,en,Honey,1,100,
Rotten Vale,2,,en,Mandragora,1,100,
Rotten Vale,2,,en,Thunderbug,1,100,
Rotten Vale,2,LR,en,Monster Bone S,1,60,
Rotten Vale,2,LR,en,Sturdy Bone,1,20,
Rotten Vale,2,LR,en,Warped Bone,1,20,
Rotten Vale,2,LR,en,Warped Bone,1,30,
Rotten Vale,2,LR,en,Sturdy Bone,1,30,
Rotten Vale,2,LR,en,Monster Bone S,1,20,
Rotten Vale,2,LR,en,Monster Bone S,1,20,
Rotten Vale,2,HR,en,Sturdy Bone,1,45,
Rotten Vale,2,HR,en,Quality Bone,1,30,
Rotten Vale,2,HR,en,Warped Bone,1,20,
Rotten Vale,2,HR,en,Dragonbone Relic,1,5,
Rotten Vale,2,HR,en,Quality Bone,1,40,
Rotten Vale,2,HR,en,Warped Bone,1,30,
Rotten Vale,2,HR,en,Sturdy Bone,1,23,
Rotten Vale,2,HR,en,Dragonbone Relic,1,7,
Rotten Vale,3,,en,Slashberry,1,100,
Rotten Vale,3,,en,Bitterbug,1,100,
Rotten Vale,3,,en,Sleep Herb,1,100,
Rotten Vale,3,,en,Herb,1,100,
Rotten Vale,4,,en,Latchberry,1,100,
Rotten Vale,4,,en,Bitterbug,1,100,
Rotten Vale,4,,en,Sleep Herb,1,100,
Rotten Vale,4,LR,en,Dragonite Ore,1,50,
Rotten Vale,4,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,4,LR,en,Spiritcore Ore,1,13,
Rotten Vale,4,LR,en,Novacrystal,1,3,
Rotten Vale,4,LR,en,Monster Bone S,1,60,
Rotten Vale,4,LR,en,Sturdy Bone,1,20,
Rotten Vale,4,LR,en,Warped Bone,1,20,
Rotten Vale,4,LR,en,Warped Bone,1,30,
Rotten Vale,4,LR,en,Sturdy Bone,1,30,
Rotten Vale,4,LR,en,Monster Bone S,1,20,
Rotten Vale,4,LR,en,Monster Bone S,1,20,
Rotten Vale,4,HR,en,Dragonvein Crystal,1,41,
Rotten Vale,4,HR,en,Dragonite Ore,1,33,
Rotten Vale,4,HR,en,Spiritcore Ore,1,21,
Rotten Vale,4,HR,en,Novacrystal,1,5,
