name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Stun Charm I,耐絶の護石Ⅰ,Collier viride,Amuleto stordimento,Betäubung-Talisman,Cigua aturdidora I,Amuleto Atordoamento I,Amulet ogłuszenia I,Оберег от оглушения 1,내기절의 호석Ⅰ,耐絕護石Ⅰ,سحر الصعق I
Stun Charm II,耐絶の護石Ⅱ,Collier viride,Amuleto stordimento,Betäubung-Talisman,Cigua aturdidora II,Amuleto Atordoamento II,Amulet ogłuszenia II,Оберег от оглушения 2,내기절의 호석Ⅱ,耐絕護石Ⅱ,سحر الصعق II
Stun Charm III,耐絶の護石Ⅲ,Collier viride,Amuleto stordimento,Betäubung-Talisman,Cigua aturdidora III,Amuleto Atordoamento III,Amulet ogłuszenia III,Оберег от оглушения 3,내기절의 호석Ⅲ,耐絕護石Ⅲ,سحر الصعق III
Windproof Charm I,防風の護石Ⅰ,Collier du vent,Amuleto paravento,Windsicher-Talisman,Cigua viento I,Amuleto Antivento I,Amulet wiatrochronu I,Оберег от ветра 1,방풍의 호석Ⅰ,防風護石Ⅰ,سحر صد الرياح I
Windproof Charm II,防風の護石Ⅱ,Collier du vent,Amuleto paravento,Windsicher-Talisman,Cigua viento II,Amuleto Antivento II,Amulet wiatrochronu II,Оберег от ветра 2,방풍의 호석Ⅱ,防風護石Ⅱ,سحر صد الرياح II
Windproof Charm III,防風の護石Ⅲ,Collier du vent,Amuleto paravento,Windsicher-Talisman,Cigua viento III,Amuleto Antivento III,Amulet wiatrochronu III,Оберег от ветра 3,방풍의 호석Ⅲ,防風護石Ⅲ,سحر صد الرياح III
Health Charm I,体力の護石Ⅰ,Collier de péridot,Amuleto salute,Gesundheit-Talisman,Cigua salud I,Amuleto de Vida I,Amulet zdrowia I,Оберег здоровья 1,체력의 호석Ⅰ,體力護石Ⅰ,سحر الصحة I
Health Charm II,体力の護石Ⅱ,Collier de péridot,Amuleto salute,Gesundheit-Talisman,Cigua salud II,Amuleto de Vida II,Amulet zdrowia II,Оберег здоровья 2,체력의 호석Ⅱ,體力護石Ⅱ,سحر الصحة II
Health Charm III,体力の護石Ⅲ,Collier de péridot,Amuleto salute,Gesundheit-Talisman,Cigua salud III,Amuleto de Vida III,Amulet zdrowia III,Оберег здоровья 3,체력의 호석Ⅲ,體力護石Ⅲ,سحر الصحة III
Recovery Charm I,治癒の護石Ⅰ,Collier d'émeraude,Amuleto cura,Erholung-Talisman,Cigua recuperación I,Amuleto Regeneração I,Amulet regeneracji I,Оберег восстановления 1,치유의 호석Ⅰ,治癒護石Ⅰ,سحر التعافي I
Recovery Charm II,治癒の護石Ⅱ,Collier d'émeraude,Amuleto cura,Erholung-Talisman,Cigua recuperac. II,Amuleto Regeneração II,Amulet regeneracji II,Оберег восстановления 2,치유의 호석Ⅱ,治癒護石Ⅱ,سحر التعافي II
Recovery Charm III,治癒の護石Ⅲ,Collier d'émeraude,Amuleto cura,Erholung-Talisman,Cigua recuperac. III,Amuleto Regeneração III,Amulet regeneracji III,Оберег восстановления 3,치유의 호석Ⅲ,治癒護石Ⅲ,سحر التعافي III
Fire Charm I,耐火の護石Ⅰ,Collier de rubis,Amuleto fuoco,Feuer-Talisman,Cigua fuego I,Amuleto de Fogo I,Amulet ognia I,Оберег от огня 1,내화의 호석Ⅰ,耐火護石Ⅰ,سحر النار I
Fire Charm II,耐火の護石Ⅱ,Collier de rubis,Amuleto fuoco,Feuer-Talisman,Cigua fuego II,Amuleto de Fogo II,Amulet ognia II,Оберег от огня 2,내화의 호석Ⅱ,耐火護石Ⅱ,سحر النار II
Fire Charm III,耐火の護石Ⅲ,Collier de rubis,Amuleto fuoco,Feuer-Talisman,Cigua fuego III,Amuleto de Fogo III,Amulet ognia III,Оберег от огня 3,내화의 호석Ⅲ,耐火護石Ⅲ,سحر النار III
Water Charm I,耐水の護石Ⅰ,Collier d'opale,Amuleto acqua,Wasser-Talisman,Cigua agua I,Amuleto de Água I,Amulet wody I,Оберег от воды 1,내수의 호석Ⅰ,耐水護石Ⅰ,سحر الماء I
Water Charm II,耐水の護石Ⅱ,Collier d'opale,Amuleto acqua,Wasser-Talisman,Cigua agua II,Amuleto de Água II,Amulet wody II,Оберег от воды 2,내수의 호석Ⅱ,耐水護石Ⅱ,سحر الماء II
Water Charm III,耐水の護石Ⅲ,Collier d'opale,Amuleto acqua,Wasser-Talisman,Cigua agua III,Amuleto de Água III,Amulet wody III,Оберег от воды 3,내수의 호석Ⅲ,耐水護石Ⅲ,سحر الماء III
Thunder Charm I,耐雷の護石Ⅰ,Collier œil de chat,Amuleto tuono,Donner-Talisman,Cigua rayo I,Amuleto de Raio I,Amulet piorunów I,Оберег от грозы 1,내뢰의 호석Ⅰ,耐雷護石Ⅰ,سحر الرعد I
Thunder Charm II,耐雷の護石Ⅱ,Collier œil de chat,Amuleto tuono,Donner-Talisman,Cigua rayo II,Amuleto de Raio II,Amulet piorunów II,Оберег от грозы 2,내뢰의 호석Ⅱ,耐雷護石Ⅱ,سحر الرعد II
Thunder Charm III,耐雷の護石Ⅲ,Collier œil de chat,Amuleto tuono,Donner-Talisman,Cigua rayo III,Amuleto de Raio III,Amulet piorunów III,Оберег от грозы 3,내뢰의 호석Ⅲ,耐雷護石Ⅲ,سحر الرعد III
Blaze Charm I,火炎の護石Ⅰ,Collier de feu,Amuleto vampa,Geloder-Talisman,Cigua llamas I,Amuleto de Chama I,Amulet pożogi I,Пламенный оберег 1,화염의 호석Ⅰ,火焰護石Ⅰ,سحر اللهيب I
Blaze Charm II,火炎の護石Ⅱ,Collier de feu,Amuleto vampa,Geloder-Talisman,Cigua llamas II,Amuleto de Chama II,Amulet pożogi II,Пламенный оберег 2,화염의 호석Ⅱ,火焰護石Ⅱ,سحر اللهيب II
Blaze Charm III,火炎の護石Ⅲ,Collier de feu,Amuleto vampa,Geloder-Talisman,Cigua llamas III,Amuleto de Chama III,Amulet pożogi III,Пламенный оберег 3,화염의 호석Ⅲ,火焰護石Ⅲ,سحر اللهيب III
Flood Charm I,流水の護石Ⅰ,Collier de cobalt,Amuleto alluvione,Flut-Talisman,Cigua lluvia I,Amuleto de Enchente I,Amulet powodzi I,Оберег потопа 1,유수의 호석Ⅰ,流水護石Ⅰ,سحر الفيضان I
Flood Charm II,流水の護石Ⅱ,Collier de cobalt,Amuleto alluvione,Flut-Talisman,Cigua lluvia II,Amuleto de Enchente II,Amulet powodzi II,Оберег потопа 2,유수의 호석Ⅱ,流水護石Ⅱ,سحر الفيضان II
Flood Charm III,流水の護石Ⅲ,Collier de cobalt,Amuleto alluvione,Flut-Talisman,Cigua lluvia III,Amuleto de Enchente III,Amulet powodzi III,Оберег потопа 3,유수의 호석Ⅲ,流水護石Ⅲ,سحر الفيضان III
Shock Charm I,雷光の護石Ⅰ,Collier de topaze,Amuleto scossa,Gewitter-Talisman,Cigua electro I,Amuleto de Choque I,Amulet porażenia I,Оберег шока 1,뇌광의 호석Ⅰ,雷光護石Ⅰ,سحر الصدمة I
Shock Charm II,雷光の護石Ⅱ,Collier de topaze,Amuleto scossa,Gewitter-Talisman,Cigua electro II,Amuleto de Choque II,Amulet porażenia II,Оберег шока 2,뇌광의 호석Ⅱ,雷光護石Ⅱ,سحر الصدمة II
Shock Charm III,雷光の護石Ⅲ,Collier de topaze,Amuleto scossa,Gewitter-Talisman,Cigua electro III,Amuleto de Choque III,Amulet porażenia III,Оберег шока 3,뇌광의 호석Ⅲ,雷光護石Ⅲ,سحر الصدمة III
Venom Charm I,毒撃の護石Ⅰ,Collier de cinabre,Amuleto tossico,Giftbiss-Talisman,Cigua tóxica I,Amuleto de Peçonha I,Amulet jadu I,Оберег отравы 1,독격의 호석Ⅰ,毒擊護石Ⅰ,سحر الزعاف I
Venom Charm II,毒撃の護石Ⅱ,Collier de cinabre,Amuleto tossico,Giftbiss-Talisman,Cigua tóxica II,Amuleto de Peçonha II,Amulet jadu II,Оберег отравы 2,독격의 호석Ⅱ,毒擊護石Ⅱ,سحر الزعاف II
Venom Charm III,毒撃の護石Ⅲ,Collier de cinabre,Amuleto tossico,Giftbiss-Talisman,Cigua tóxica III,Amuleto de Peçonha III,Amulet jadu III,Оберег отравы 3,독격의 호석Ⅲ,毒擊護石Ⅲ,سحر الزعاف III
Immobilize Charm I,痺撃の護石Ⅰ,Collier d'akinésie,Amuleto stasi,Immobilität-Talisman,Cigua inmóvil I,Amuleto Imobilizante I,Amulet bezruchu I,Оберег паралича 1,마비격의 호석Ⅰ,痺擊護石Ⅰ,سحر إيقاف الحركة I
Immobilize Charm II,痺撃の護石Ⅱ,Collier d'akinésie,Amuleto stasi,Immobilität-Talisman,Cigua inmóvil II,Amuleto Imobilizante II,Amulet bezruchu II,Оберег паралича 2,마비격의 호석Ⅱ,痺擊護石Ⅱ,سحر إيقاف الحركة II
Immobilize Charm III,痺撃の護石Ⅲ,Collier d'akinésie,Amuleto stasi,Immobilität-Talisman,Cigua inmóvil III,Amuleto Imobilizante III,Amulet bezruchu III,Оберег паралича 3,마비격의 호석Ⅲ,痺擊護石Ⅲ,سحر إيقاف الحركة III
Tranq Charm I,睡撃の護石Ⅰ,Collier lotus bleu,Amuleto soporifero,Beruhigung-Talisman,Cigua tranquilz. I,Amuleto Sedativo I,Amulet letargu I,Снотворный оберег 1,수면격의 호석Ⅰ,睡擊護石Ⅰ,سحر المهدئ I
Tranq Charm II,睡撃の護石Ⅱ,Collier du lotus bleu,Amuleto soporifero,Beruhigung-Talisman,Cigua tranquilz. II,Amuleto Sedativo II,Amulet letargu II,Снотворный оберег 2,수면격의 호석Ⅱ,睡擊護石Ⅱ,سحر المهدئ II
Tranq Charm III,睡撃の護石Ⅲ,Collier du lotus bleu,Amuleto soporifero,Beruhigung-Talisman,Cigua tranquilz. III,Amuleto Sedativo III,Amulet letargu III,Снотворный оберег 3,수면격의 호석Ⅲ,睡擊護石Ⅲ,سحر المهدئ III
KO Charm I,ＫＯの護石Ⅰ,Collier de malachite,Amuleto KO,KO-Talisman,Cigua noqueo I,Amuleto de Nocaute I,Amulet nokautu I,Оберег нокаута 1,KO의 호석Ⅰ,KO護石Ⅰ,سحر الضربة القاضية I
KO Charm II,ＫＯの護石Ⅱ,Collier de malachite,Amuleto KO,KO-Talisman,Cigua noqueo II,Amuleto de Nocaute II,Amulet nokautu II,Оберег нокаута 2,KO의 호석Ⅱ,KO護石Ⅱ,سحر الضربة القاضية II
KO Charm III,ＫＯの護石Ⅲ,Collier de malachite,Amuleto KO,KO-Talisman,Cigua noqueo III,Amuleto de Nocaute III,Amulet nokautu III,Оберег нокаута 3,KO의 호석Ⅲ,KO護石Ⅲ,سحر الضربة القاضية III
Enervate Charm I,奪気の護石Ⅰ,Collier de faiblesse,Amuleto logorante,Entkräften-Talisman,Cigua mosqueo I,Amuleto Debilitante I,Amulet osłabienia I,Оберег изнурения 1,탈기의 호석Ⅰ,奪氣護石Ⅰ,سحر الوهن I
Enervate Charm II,奪気の護石Ⅱ,Collier de faiblesse,Amuleto logorante,Entkräften-Talisman,Cigua mosqueo II,Amuleto Debilitante II,Amulet osłabienia II,Оберег изнурения 2,탈기의 호석Ⅱ,奪氣護石Ⅱ,سحر الوهن II
Enervate Charm III,奪気の護石Ⅲ,Collier de faiblesse,Amuleto logorante,Entkräften-Talisman,Cigua mosqueo III,Amuleto Debilitante III,Amulet osłabienia III,Оберег изнурения 3,탈기의 호석Ⅲ,奪氣護石Ⅲ,سحر الوهن III
Artillery Charm I,砲術の護石Ⅰ,Collier fulminant,Amuleto artigliere,Artillerie-Talisman,Cigua artillera I,Amuleto Artilharia I,Amulet artylerii I,Оберег артиллерии 1,포술의 호석Ⅰ,砲術護石Ⅰ,سحر المدفعية I
Artillery Charm II,砲術の護石Ⅱ,Collier fulminant,Amuleto artigliere,Artillerie-Talisman,Cigua artillera II,Amuleto Artilharia II,Amulet artylerii II,Оберег артиллерии 2,포술의 호석Ⅱ,砲術護石Ⅱ,سحر المدفعية II
Artillery Charm III,砲術の護石Ⅲ,Collier fulminant,Amuleto artigliere,Artillerie-Talisman,Cigua artillera III,Amuleto Artilharia III,Amulet artylerii III,Оберег артиллерии 3,포술의 호석Ⅲ,砲術護石Ⅲ,سحر المدفعية III
Hungerless Charm I,無食の護石Ⅰ,Collier d'austérité,Amuleto fame,Hungerfrei-Talisman,Cigua antihambre I,Amuleto de Saciação I,Amulet niegłodnego I,Оберег сытости 1,단식의 호석Ⅰ,斷食護石Ⅰ,سحر الشبع I
Hungerless Charm II,無食の護石Ⅱ,Collier d'austérité,Amuleto fame,Hungerfrei-Talisman,Cigua antihambre II,Amuleto de Saciação II,Amulet niegłodnego II,Оберег сытости 2,단식의 호석Ⅱ,斷食護石Ⅱ,سحر الشبع II
Hungerless Charm III,無食の護石Ⅲ,Collier d'austérité,Amuleto fame,Hungerfrei-Talisman,Cigua antihambre III,Amuleto de Saciação III,Amulet niegłodnego III,Оберег сытости 3,단식의 호석Ⅲ,斷食護石Ⅲ,سحر الشبع III
Ironside Charm I,鉄壁の護石Ⅰ,Collier du preux,Amuleto ferreo,Eisenplatte-Talisman,Cigua férrea I,Amuleto de Couraça I,Amulet niezłomnego I,Оберег твердости 1,철벽의 호석Ⅰ,鐵壁護石Ⅰ,سحر الجانب الحديدي I
Ironside Charm II,鉄壁の護石Ⅱ,Collier du preux,Amuleto ferreo,Eisenplatte-Talisman,Cigua férrea II,Amuleto de Couraça II,Amulet niezłomnego II,Оберег твердости 2,철벽의 호석Ⅱ,鐵壁護石Ⅱ,سحر الجانب الحديدي II
Ironside Charm III,鉄壁の護石Ⅲ,Collier du preux,Amuleto ferreo,Eisenplatte-Talisman,Cigua férrea III,Amuleto de Couraça III,Amulet niezłomnego III,Оберег твердости 3,철벽의 호석Ⅲ,鐵壁護石Ⅲ,سحر الجانب الحديدي III
Friendship Charm I,友愛の護石Ⅰ,Collier de l'amitié,Amuleto amicizia,Freundschaft-Talisman,Cigua amistad I,Amuleto de Amizade I,Amulet przyjaźni I,Оберег дружбы 1,우애의 호석Ⅰ,友愛護石Ⅰ,سحر الصداقة I
Friendship Charm II,友愛の護石Ⅱ,Collier de l'amitié,Amuleto amicizia,Freundschaft-Talisman,Cigua amistad II,Amuleto de Amizade II,Amulet przyjaźni II,Оберег дружбы 2,우애의 호석Ⅱ,友愛護石Ⅱ,سحر الصداقة II
Friendship Charm III,友愛の護石Ⅲ,Collier de l'amitié,Amuleto amicizia,Freundschaft-Talisman,Cigua amistad III,Amuleto de Amizade III,Amulet przyjaźni III,Оберег дружбы 3,우애의 호석Ⅲ,友愛護石Ⅲ,سحر الصداقة III
Extension Charm I,持続の護石Ⅰ,Collier ésotérique,Amuleto estensione,Verlängerung-Talisman,Cigua extensión I,Amuleto de Extensão I,Amulet wydłużenia I,Оберег экономии 1,지속의 호석Ⅰ,持續護石Ⅰ,سحر التمديد I
Extension Charm II,持続の護石Ⅱ,Collier ésotérique,Amuleto estensione,Verlängerung-Talisman,Cigua extensión II,Amuleto de Extensão II,Amulet wydłużenia II,Оберег экономии 2,지속의 호석Ⅱ,持續護石Ⅱ,سحر التمديد II
Extension Charm III,持続の護石Ⅲ,Collier ésotérique,Amuleto estensione,Verlängerung-Talisman,Cigua extensión III,Amuleto de Extensão III,Amulet wydłużenia III,Оберег экономии 3,지속의 호석Ⅲ,持續護石Ⅲ,سحر التمديد III
Glutton's Charm I,早食の護石Ⅰ,Collier du glouton,Amuleto ghiotto,Vielfraß-Talisman,Cigua gula I,Amuleto do Glutão I,Amulet żarłoka I,Оберег обжоры 1,빨리 먹기의 호석Ⅰ,快吃護石Ⅰ,سحر الشره I
Glutton's Charm II,早食の護石Ⅱ,Collier du glouton,Amuleto ghiotto,Vielfraß-Talisman,Cigua gula II,Amuleto do Glutão II,Amulet żarłoka II,Оберег обжоры 2,빨리 먹기의 호석Ⅱ,快吃護石Ⅱ,سحر الشره II
Glutton's Charm III,早食の護石Ⅲ,Collier du glouton,Amuleto ghiotto,Vielfraß-Talisman,Cigua gula III,Amuleto do Glutão III,Amulet żarłoka III,Оберег обжоры 3,빨리 먹기의 호석Ⅲ,快吃護石Ⅲ,سحر الشره III
Blessing Charm I,加護の護石Ⅰ,Collier sacré,Amuleto angelo,Segen-Talisman,Cigua bendita I,Amuleto de Benção I,Am. błogosławieństwa I,Оберег благодати 1,가호의 호석Ⅰ,加護護石Ⅰ,سحر مبارِك I
Blessing Charm II,加護の護石Ⅱ,Collier sacré,Amuleto angelo,Segen-Talisman,Cigua bendita II,Amuleto de Benção II,Am. błogosławieństwa II,Оберег благодати 2,가호의 호석Ⅱ,加護護石Ⅱ,سحر مبارِك II
Blessing Charm III,加護の護石Ⅲ,Collier sacré,Amuleto angelo,Segen-Talisman,Cigua bendita III,Amuleto de Benção III,Am. błogosławieństwa III,Оберег благодати 3,가호의 호석Ⅲ,加護護石Ⅲ,سحر مبارِك III
Rally Charm I,采配の護石Ⅰ,Collier Palico,Amuleto adunata,Versammlung-Talisman,Cigua apoyo I,Amuleto de Reunião I,Amulet mobilizacji I,Оберег сбора 1,지휘의 호석Ⅰ,指揮護石Ⅰ,سحر الحشد I
Rally Charm II,采配の護石Ⅱ,Collier Palico,Amuleto adunata,Versammlung-Talisman,Cigua apoyo II,Amuleto de Reunião II,Amulet mobilizacji II,Оберег сбора 2,지휘의 호석Ⅱ,指揮護石Ⅱ,سحر الحشد II
Rally Charm III,采配の護石Ⅲ,Collier Palico,Amuleto adunata,Versammlung-Talisman,Cigua apoyo III,Amuleto de Reunião III,Amulet mobilizacji III,Оберег сбора 3,지휘의 호석Ⅲ,指揮護石Ⅲ,سحر الحشد III
Botany Charm I,植学の護石Ⅰ,Collier d'amazonite,Amuleto botanica,Botanik-Talisman,Cigua botánica I,Amuleto de Botânica I,Amulet botaniki I,Оберег ботаника 1,식물학의 호석Ⅰ,植學護石Ⅰ,سحر علم النبات I
Botany Charm II,植学の護石Ⅱ,Collier d'amazonite,Amuleto botanica,Botanik-Talisman,Cigua botánica II,Amuleto de Botânica II,Amulet botaniki II,Оберег ботаника 2,식물학의 호석Ⅱ,植學護石Ⅱ,سحر علم النبات II
Botany Charm III,植学の護石Ⅲ,Collier d'amazonite,Amuleto botanica,Botanik-Talisman,Cigua botánica III,Amuleto de Botânica III,Amulet botaniki III,Оберег ботаника 3,식물학의 호석Ⅲ,植學護石Ⅲ,سحر علم النبات III
Geology Charm I,地学の護石Ⅰ,Collier minéral,Amuleto geologia,Geologie-Talisman,Cigua geóloga I,Amuleto de Geologia I,Amulet geologii I,Оберег геолога 1,지학의 호석Ⅰ,地學護石Ⅰ,سحر الجيولوجيا I
Geology Charm II,地学の護石Ⅱ,Collier minéral,Amuleto geologia,Geologie-Talisman,Cigua geóloga II,Amuleto de Geologia II,Amulet geologii II,Оберег геолога 2,지학의 호석Ⅱ,地學護石Ⅱ,سحر الجيولوجيا II
Geology Charm III,地学の護石Ⅲ,Collier minéral,Amuleto geologia,Geologie-Talisman,Cigua geóloga III,Amuleto de Geologia III,Amulet geologii III,Оберег геолога 3,지학의 호석Ⅲ,地學護石Ⅲ,سحر الجيولوجيا III
Slinger Charm I,投石の護石Ⅰ,Collier de Lugus,Amuleto fionda,Schleuder-Talisman,Cigua eslinga I,Amuleto Atiradeira I,Amulet procy I,Оберег самострела 1,투석의 호석Ⅰ,投石護石Ⅰ,سحر نبلة المعصم I
Slinger Charm II,投石の護石Ⅱ,Collier de Lugus,Amuleto fionda,Schleuder-Talisman,Cigua eslinga II,Amuleto Atiradeira II,Amulet procy II,Оберег самострела 2,투석의 호석Ⅱ,投石護石Ⅱ,سحر نبلة المعصم II
Slinger Charm III,投石の護石Ⅲ,Collier de Lugus,Amuleto fionda,Schleuder-Talisman,Cigua eslinga III,Amuleto Atiradeira III,Amulet procy III,Оберег самострела 3,투석의 호석Ⅲ,投石護石Ⅲ,سحر نبلة المعصم III
Stealth Charm I,潜伏の護石Ⅰ,Collier de la nuit,Amuleto furtivo,Tarnung-Talisman,Cigua sigilo I,Amuleto Furtivo I,Amulet ukrycia I,Оберег скрытности 1,잠복의 호석Ⅰ,潛伏護石Ⅰ,سحر التسلل I
Stealth Charm II,潜伏の護石Ⅱ,Collier de la nuit,Amuleto furtivo,Tarnung-Talisman,Cigua sigilo II,Amuleto Furtivo II,Amulet ukrycia II,Оберег скрытности 2,잠복의 호석Ⅱ,潛伏護石Ⅱ,سحر التسلل II
Stealth Charm III,潜伏の護石Ⅲ,Collier de la nuit,Amuleto furtivo,Tarnung-Talisman,Cigua sigilo III,Amuleto Furtivo III,Amulet ukrycia III,Оберег скрытности 3,잠복의 호석Ⅲ,潛伏護石Ⅲ,سحر التسلل III
Smoke Charm I,煙復の護石Ⅰ,Collier de fumée,Amuleto spore,Rauch-Talisman,Cigua humo I,Amuleto de Fumaça I,Amulet dymu I,Оберег спор 1,연기 회복의 호석Ⅰ,煙復護石Ⅰ,سحر الدخان I
Smoke Charm II,煙復の護石Ⅱ,Collier de fumée,Amuleto spore,Rauch-Talisman,Cigua humo II,Amuleto de Fumaça II,Amulet dymu II,Оберег спор 2,연기 회복의 호석Ⅱ,煙復護石Ⅱ,سحر الدخان II
Smoke Charm III,煙復の護石Ⅲ,Collier de fumée,Amuleto spore,Rauch-Talisman,Cigua humo III,Amuleto de Fumaça III,Amulet dymu III,Оберег спор 3,연기 회복의 호석Ⅲ,煙復護石Ⅲ,سحر الدخان III
Mirewalker Charm I,沼渡りの護石Ⅰ,Collier de sirène,Amuleto guado,Sumpfläufer-Talisman,Cigua lodazal I,Amuleto de Lodo I,Amulet bagnołaza I,Оберег амфибии 1,늪 건너기의 호석Ⅰ,沼渡護石Ⅰ,سحر جوال السائل I
Mirewalker Charm II,沼渡りの護石Ⅱ,Collier de sirène,Amuleto guado,Sumpfläufer-Talisman,Cigua lodazal II,Amuleto de Lodo II,Amulet bagnołaza II,Оберег амфибии 2,늪 건너기의 호석Ⅱ,沼渡護石Ⅱ,سحر جوال السائل II
Mirewalker Charm III,沼渡りの護石Ⅲ,Collier de sirène,Amuleto guado,Sumpfläufer-Talisman,Cigua lodazal III,Amuleto de Lodo III,Amulet bagnołaza III,Оберег амфибии 3,늪 건너기의 호석Ⅲ,沼渡護石Ⅲ,سحر جوال السائل III
Insect Charm I,昆虫学の護石Ⅰ,Collier de la mante,Amuleto insetto,Insekten-Talisman,Cigua insecto I,Amuleto de Inseto I,Amulet owadów I,Оберег энтомолога 1,곤충학의 호석Ⅰ,昆蟲學護石Ⅰ,سحر الحشرة I
Insect Charm II,昆虫学の護石Ⅱ,Collier de la mante,Amuleto insetto,Insekten-Talisman,Cigua insecto II,Amuleto de Inseto II,Amulet owadów II,Оберег энтомолога 2,곤충학의 호석Ⅱ,昆蟲學護石Ⅱ,سحر الحشرة I
Insect Charm III,昆虫学の護石Ⅲ,Collier de la mante,Amuleto insetto,Insekten-Talisman,Cigua insecto III,Amuleto de Inseto III,Amulet owadów III,Оберег энтомолога 3,곤충학의 호석Ⅲ,昆蟲學護石Ⅲ,سحر الحشرة III
Intimidator Charm I,威嚇の護石Ⅰ,Collier de malepeur,Amuleto intimidatore,Einschüchtern-Talisman,Cigua intimidante I,Amuleto Intimidante I,Amulet zastraszacza I,Оберег устрашения 1,위협의 호석Ⅰ,威嚇護石Ⅰ,سحر المخيف I
Intimidator Charm II,威嚇の護石Ⅱ,Collier de malepeur,Amuleto intimidatore,Einschüchtern-Talisman,Cigua intimidante II,Amuleto Intimidante II,Amulet zastraszacza II,Оберег устрашения 2,위협의 호석Ⅱ,威嚇護石Ⅱ,سحر المخيف II
Intimidator Charm III,威嚇の護石Ⅲ,Collier de malepeur,Amuleto intimidatore,Einschüchtern-Talisman,Cigua intimidante III,Amuleto Intimidante III,Amulet zastraszacza III,Оберег устрашения 3,위협의 호석Ⅲ,威嚇護石Ⅲ,سحر المخيف III
