name_en,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Fortitude Jewel 1,逆境珠【１】,Joyau du courage [1],Gioiello rafforzamento 1,Kraft-Juwel 1,Joya de supervivencia 1,Joia da Fortitude 1,Klejnot hartu 1,Самоцвет стойкости 1,역경주【1】,逆境珠【１】,حلية الجَلَد 1
Water Res Jewel 1,耐水珠【１】,Joyau étanche [1],Gioiello resistenza acqua 1,Wasserabwehr-Juwel 1,Joya resist. al agua 1,Joia Resistência a Água 1,Klejnot wodoodporności 1,Самоцвет Антивода 1,내수주【1】,耐水珠【１】,حلية مقاومة الماء 1
Suture Jewel 1,耐裂珠【１】,Joyau hémostatique [1],Gioiello resistenza sanguinamento 1,Naht-Juwel 1,Joya de sutura 1,Joia Sutura 1,Klejnot szwów 1,Самоцвет крови 1,내열주【1】,耐裂珠【１】,حلية التقطيب 1
Dragon Res Jewel 1,耐龍珠【１】,Joyau draconien [1],Gioiello resistenza drago 1,Drachenabwehr-Juwel 1,Joya resist. al draco 1,Joia Resistência a Dragão 1,Klejnot smokoodporności 1,Самоцвет Антидракон 1,내룡주【1】,耐龍珠【１】,حلية مقاومة التنين 1
Fire Res Jewel 1,耐火珠【１】,Joyau ignifuge [1],Gioiello resistenza fuoco 1,Feuerabwehr-Juwel 1,Joya resist. al fuego 1,Joia Resistência a Fogo 1,Klejnot ognioodporności 1,Самоцвет Антиогонь 1,내화주【1】,耐火珠【１】,حلية مقاومة النار 1
Ice Res Jewel 1,耐氷珠【１】,Joyau antigel [1],Gioiello resistenza ghiaccio 1,Eisabwehr-Juwel 1,Joya resist. al hielo 1,Joia Resistência a Gelo 1,Klejnot lodoodporności 1,Самоцвет Антилед 1,내빙주【1】,耐冰珠【１】,حلية مقاومة الثلج 1
Def Lock Jewel 1,耐防珠【１】,Joyau de fer [1],Gioiello pelle di ferro 1,Abwehrsperre-Juwel 1,Joya de bloqueo 1,Joia Defesa Ativa 1,Klejnot trwałej obrony 1,Защитный самоцвет 1,내방주【1】,耐防珠【１】,حلية القفل الدفاعي 1
Thunder Res Jewel 1,耐雷珠【１】,Joyau isolant [1],Gioiello resistenza tuono 1,Donnerabwehr-Juwel 1,Joya resist. al rayo 1,Joia Resistência a Raio 1,Klejnot gromoodporności 1,Самоцвет Антигроза 1,내뢰주【1】,耐雷珠【１】,حلية مقاومة الرعد 1
Pep Jewel 1,耐眠珠【１】,Joyau insomnie [1],Gioiello resistenza sonno 1,Pepp-Juwel 1,Joya del sueño 1,Joia Ânimo 1,Klejnot rozbudzenia 1,Самоцвет бодрости 1,내면주【1】,耐眠珠【１】,حلية الحيوية 1
Antiblast Jewel 1,耐爆珠【１】,Joyau blindage [1],Gioiello resistenza scoppio 1,Anti-Explosion-Juwel 1,Joya antinitro 1,Joia Antiexplosão 1,Klejnot antywybuchowy 1,Саперный самоцвет 1,내폭주【1】,耐爆珠【１】,حلية مقاومة الانفجار 1
Maintenance Jewel 1,整備珠【１】,Joyau de survie [1],Gioiello manutenzione 1,Wartungs-Juwel 1,Joya reparadora 1,Joia de Manutenção 1,Klejnot konserwacji 1,Самоцвет обслуживания 1,정비주【1】,整備珠【１】,حلية أعمال الصيانة 1
Gobbler Jewel 1,早食珠【１】,Joyau du carnassier [1],Gioiello pasto veloce 1,Verschling-Juwel 1,Joya del tragón 1,Joia do Glutão 1,Klejnot żarłoka 1,Самоцвет обжорства 1,흡입주【1】,快吃珠【１】,حلية الشره 1
Physique Jewel 2,体術珠【２】,Joyau de l'athlète [2],Gioiello atleta 2,Figur-Juwel 2,Joya de salud 2,Joia do Biotipo 2,Klejnot sylwetki 2,Самоцвет телосложения 2,체술주【2】,體術珠【２】,حلية بنية الجسم 2
Blaze Jewel 1,火炎珠【１】,Joyau de feu [1],Gioiello attacco fuoco 1,Lohe-Juwel 1,Joya de fuego 1,Joia Chama 1,Klejnot pożogi 1,Самоцвет пламени 1,화염주【1】,火炎珠【１】,حلية اللهيب 1
Evasion Jewel 2,回避珠【２】,Joyau d'invulnérabilité [2],Gioiello schivata 2,Ausweich-Juwel 2,Joya de evasión 2,Joia da Evasão 2,Klejnot uniku 2,Самоцвет уклонения 2,회피주【2】,迴避珠【２】,حلية التملص 2
Jumping Jewel 2,跳躍珠【２】,Joyau de l'esquive [2],Gioiello schivata estesa 2,Sprung-Juwel 2,Joya de salto 2,Joia de Salto 2,Klejnot skoków 2,Самоцвет прыгучести 2,도약주【2】,跳躍珠【２】,حلية القفز 2
Sheath Jewel 1,速納珠【１】,Joyau rengainage [1],Gioiello rinfodero veloce 1,Wegsteck-Juwel 1,Joya de enfundado 1,Joia da Bainha 1,Klejnot futerału 1,Самоцвет ножен 1,속납주【1】,速納珠【１】,حلية الغمد 1
Friendship Jewel 1,友愛珠【１】,Joyau du mousquetaire [1],Gioiello ampia area 1,Freundschaft-Juwel 1,Joya de amistad 1,Joia da Amizade 1,Klejnot przyjaźni 1,Самоцвет дружбы 1,우애주【1】,友愛珠【１】,حلية الصداقة 1
Enduring Jewel 1,持続珠【１】,Joyau du chimiste [1],Gioiello estensione oggetti 1,Dauer-Juwel 1,Joya impasible 1,Joia da Tolerância 1,Klejnot wytrwałości 1,Самоцвет терпения 1,지속주【1】,持續珠【１】,حلية الاستمرار 1
Medicine Jewel 1,治癒珠【１】,Joyau de médecin [1],Gioiello bonus cura 1,Medizin-Juwel 1,Joya medicinal 1,Joia Medicinal 1,Klejnot medycyny 1,Лекарственный самоцвет 1,치유주【1】,治癒珠【１】,حلية الدواء 1
Grinder Jewel 1,研磨珠【１】,Joyau de l'aiguiseur [1],Gioiello affilatura veloce 1,Schleif-Juwel 1,Joya afiladora 1,Joia do Amolador 1,Klejnot ostrzenia 1,Точильный самоцвет 1,연마주【1】,研磨珠【１】,حلية الطاحونة 1
Steadfast Jewel 1,耐絶珠【１】,Joyau volonté [1],Gioiello resistenza stordimento 1,Felsenfest-Juwel 1,Joya de voluntad 1,Joia Resoluto 1,Klejnot niezłomności 1,Самоцвет твердости 1,내절주【1】,耐絕珠【１】,حلية الثبات 1
Bomber Jewel 1,爆師珠【１】,Joyau du bombardier [1],Gioiello bombardiere 1,Bomber-Juwel 1,Joya bombardera 1,Joia de Bombardeiro 1,Klejnot bombowy 1,"Самоцвет ""Бомбардировщик"" 1",폭사주【1】,爆師珠【１】,حلية قاذف القنابل 1
Recovery Jewel 1,早復珠【１】,Joyau facteur X [1],Gioiello guarigione 1,Erholung-Juwel 1,Joya de recuperación 1,Joia Regeneração 1,Klejnot regeneracji 1,Самоцвет восстановления 1,조복주【1】,早復珠【１】,حلية التعافي 1
Slider Jewel 2,滑走珠【２】,Joyau du glisseur [2],Gioiello affinità scivolata 2,Gleiter-Juwel 2,Joya deslizante 2,Joia Deslizante 2,Klejnot ślizgacza 2,Самоцвет скольжения 2,활주주【2】,滑走珠【２】,حلية المنزلق 2
Defense Jewel 1,防御珠【１】,Joyau défense [1],Gioiello difesa 1,Verteidigung-Juwel 1,Joya de defensa 1,Joia Defesa 1,Klejnot obrony 1,Самоцвет защиты 1,방어주【1】,防禦珠【１】,حلية الدفاع 1
Stonethrower Jewel 1,投石珠【１】,Joyau de pierre [1],Gioiello capienza fionda 1,Steinwerfer-Juwel 1,Joya lanzapiedras 1,Joia Apedrejadora 1,Klejnot ciskacza kamieni 1,Самоцвет метателя 1,투석주【1】,投石珠【１】,حلية قاذف الأحجار 1
Footing Jewel 2,耐震珠【２】,Joyau anti-séisme [2],Gioiello antisismico 2,Halt-Juwel 2,Joya de firmeza 2,Joia Equilíbrio 2,Klejnot równowagi 2,Самоцвет устойчивости 2,내진주【2】,耐震珠【２】,حلية ثبات القدم 2
Brace Jewel 3,耐衝珠【３】,Joyau inflexible [3],Gioiello antisussulto 3,Wappnungs-Juwel 3,Joya tenaz 3,Joia do Preparo 3,Klejnot gotowości 3,Самоцвет группировки 3,내충주【3】,耐衝珠【３】,حلية الدعامة 3
Wind Resist Jewel 2,防風珠【２】,Joyau anti-vent [2],Gioiello paravento 2,Windresistenz-Juwel 2,Joya antiviento 2,Joia Resistência a Vento 2,Klejnot wiatroodporności 2,"Самоцвет ""Антиветер"" 2",방풍주【2】,防風珠【２】,حلية مقاومة الرياح 2
Earplug Jewel 3,防音珠【３】,Joyau insonorisation [3],Gioiello udito 3,Ohrstöpsel-Juwel 3,Joya de tapones 3,Joia Tampão 3,Klejnot zatyczek 3,"Самоцвет ""Беруши"" 3",방음주【3】,防音珠【３】,حلية سدادة الأذن 3
Vitality Jewel 1,体力珠【１】,Joyau vitalité [1],Gioiello salute 1,Lebenskraft-Juwel 1,Joya de fuerza 1,Joia Vitalidade 1,Klejnot żywotności 1,Самоцвет живучести 1,체력주【1】,體力珠【１】,حلية النشاط 1
Resistor Jewel 1,耐属珠【１】,Joyau fléau [1],Gioiello resistenza malus 1,Resistor-Juwel 1,Joya reostato 1,Joia Resistor 1,Klejnot plagoodporności 1,Самоцвет от сглаза 1,내속주【1】,耐屬珠【１】,حلية المقاوِم 1
Sonorous Jewel 1,鼓笛珠【１】,Joyau de musique [1],Gioiello maestro del corno 1,Klang-Juwel 1,Joya del músico 1,Joia Sonora 1,Klejnot dźwięku 1,Звонкий самоцвет 1,고적주【1】,鼓笛珠【１】,حلية الجهور 1
KO Jewel 2,ＫＯ珠【２】,Joyau cogneur [2],Gioiello battitore 2,Knock-out-Juwel 2,Joya de boxeo 2,Joia de Nocaute 2,Klejnot nokautu 2,Самоцвет нокаута 2,KO주【2】,ＫＯ珠【２】,حلية الضربة القاضية 2
Stream Jewel 1,流水珠【１】,Joyau d'eau [1],Gioiello attacco acqua 1,Fluss-Juwel 1,Joya de agua 1,Joia Riacho 1,Klejnot strumienia 1,Самоцвет потока 1,유수주【1】,流水珠【１】,حلية التيار 1
Frost Jewel 1,氷結珠【１】,Joyau de glace [1],Gioiello attacco ghiaccio 1,Frost-Juwel 1,Joya de hielo 1,Joia Geada 1,Klejnot mrozu 1,Самоцвет мороза 1,빙결주【1】,冰結珠【１】,حلية الصقيع 1
Bolt Jewel 1,雷光珠【１】,Joyau de foudre [1],Gioiello attacco tuono 1,Blitz-Juwel 1,Joya de rayo 1,Joia Relâmpago 1,Klejnot gromu 1,Самоцвет молнии 1,뇌광주【1】,雷光珠【１】,حلية الصاعقة 1
Dragon Jewel 1,破龍珠【１】,Joyau tueur de dragon [1],Gioiello attacco drago 1,Drachen-Juwel 1,Joya de draco 1,Joia Dragão 1,Klejnot smoka 1,Самоцвет дракона 1,파룡주【1】,破龍珠【１】,حلية التنين 1
Venom Jewel 1,毒珠【１】,Joyau venin [1],Gioiello attacco veleno 1,Gift-Juwel 1,Joya venenosa 1,Joia Veneno 1,Klejnot jadu 1,Самоцвет отравы 1,독주【1】,毒珠【１】,حلية السم 1
Poisoncoat Jewel 3,毒瓶珠【３】,Joyau poison [3],Gioiello applica veleno 3,Giftbeschichtung-Juwel 3,Joya ponzoñosa 3,Joia Camada de Veneno 3,Klejnot trującej powłoki 3,Самоцвет улучшения яда 3,독병주【3】,毒瓶珠【３】,حلية غطاء السم 3
Expert Jewel 1,達人珠【１】,Joyau du maître [1],Gioiello occhio critico 1,Experten-Juwel 1,Joya del experto 1,Joia Especialista 1,Klejnot eksperta 1,Самоцвет эксперта 1,달인주【1】,達人珠【１】,حلية الخبير 1
Tenderizer Jewel 2,痛撃珠【２】,Joyau faiblesse [2],Gioiello punto debole 2,Aufweich-Juwel 2,Joya ablandadora 2,Joia Atenuadora 2,Klejnot zmiękczający 2,Самоцвет размягчения 2,통격주【2】,痛擊珠【２】,حلية الاستغلال 2
Destroyer Jewel 2,重撃珠【２】,Joyau destruction [2],Gioiello spaccamostri 2,Zerstörer-Juwel 2,Joya de destrucción 2,Joia Destruidora 2,Klejnot niszczyciela 2,Самоцвет уничтожения 2,중격주【2】,重擊珠【２】,حلية المدمر 2
Elementless Jewel 2,無撃珠【２】,Joyau d'acier [2],Gioiello non elementale 2,Elementloses Juwel 2,Joya sin elemento 2,Joia Sem Elemento 2,Bezżywiołowy klejnot 2,Самоцвет без элемента 2,무격주【2】,無擊珠【２】,الحلية اللاعنصرية 2
Drain Jewel 1,奪気珠【１】,Joyau fatigue [1],Gioiello ruba resistenza 1,Entzug-Juwel 1,Joya débil 1,Joia de Drenagem 1,Klejnot wyssania 1,Самоцвет высасывания 1,탈기주【1】,奪氣珠【１】,حلية الاستنزاف 1
Paracoat Jewel 3,痺瓶珠【３】,Joyau léthargie [3],Gioiello applica paralisi 3,Lähmbeschichtung-Juwel 3,Joya paralizante 3,Joia Camada de Paralisia 3,Klejnot powłoki paraliżu 3,Самоцвет улучшения паралича 3,마비병주【3】,痺瓶珠【３】,حلية غطاء الشلل 3
Sharp Jewel 2,剛刃珠【２】,Joyau de trempe [2],Gioiello strato protettivo 2,Scharfes Juwel 2,Joya afilada 2,Joia Afiada 2,Ostry klejnot 2,Острый самоцвет 2,강인주【2】,剛刃珠【２】,الحلية الحادة 2
Shield Jewel 2,強壁珠【２】,Joyau bouclier [2],Gioiello guardia perfetta 2,Schild-Juwel 2,Joya escudo 2,Joia de Escudo 2,Klejnot tarczy 2,Самоцвет щита 2,강벽주【2】,強壁珠【２】,حلية الترس 2
Dragonseal Jewel 3,龍封珠【３】,Joyau Sceau-de-dragon [3],Gioiello sigillo anziano 3,Drachensiegel-Juwel 3,Joya sello de dragón 3,Joia Selo do Dragão 3,Klejnot smoczej pieczęci 3,Самоцвет драконьей печати 3,용봉주【3】,龍封珠【３】,حلية ختم التنين 3
Trueshot Jewel 1,特射珠【１】,Joyau du sniper [1],Gioiello munizioni speciali 1,Volltreffer-Juwel 1,Joya tirofijo 1,Joia Tiro Certo 1,Klejnot celnego strzału 1,Снайперский самоцвет 1,특사주【1】,特射珠【１】,حلية الضربة الحقيقية 1
Enhancer Jewel 2,昂揚珠【２】,Joyau de puissance [2],Gioiello estensione di potenza 2,Verstärker-Juwel 2,Joya de aumento 2,Joia Intensificadora 2,Klejnot wydłużacza 2,Самоцвет усиления 2,고양주【2】,昂揚珠【２】,حلية المحسّن 2
Forceshot Jewel 3,強弾珠【３】,Joyau de l'artilleur [3],Gioiello bonus normali 3,Starkschuss-Juwel 3,Joya de disparo 3,Joia Tiro Forçado 3,Klejnot silnego strzału 3,Самоцвет мощного выстрела 3,강탄주【3】,強彈珠【３】,حلية الضربة الإجبارية 3
Furor Jewel 2,逆上珠【２】,Joyau de vengeance [2],Gioiello risentimento 2,Furor-Juwel 2,Joya del furor 2,Joia do Furor 2,Klejnot poruszenia 2,Самоцвет ярости 2,역상주【2】,逆上珠【２】,حلية الصياح 2
Potential Jewel 2,底力珠【２】,Joyau du héros [2],Gioiello eroismo 2,Potenzial-Juwel 2,Joya de potencia 2,Joia do Potencial 2,Klejnot potencjału 2,Самоцвет потенциала 2,저력주【2】,底力珠【２】,حلية الإمكانيات 2
Paralyzer Jewel 1,麻痺珠【１】,Joyau paralysant [1],Gioiello attacco paralisi 1,Lähmangriff-Juwel 1,Joya paralizante 1,Joia Paralisadora 1,Klejnot paraliżu 1,"Самоцвет ""Парализатор"" 1",마비주【1】,麻痺珠【１】,حلية الشلل 1
Sleep Jewel 1,睡眠珠【１】,Joyau du sommeil [1],Gioiello attacco sonno 1,Schlaf-Juwel 1,Joya de sueño 1,Joia Sono 1,Klejnot snu 1,Самоцвет сна 1,수면주【1】,睡眠珠【１】,حلية النوم 1
Ironwall Jewel 1,鉄壁珠【１】,Joyau du paladin [1],Gioiello blocco 1,Eisenmauer-Juwel 1,Joya de guardia 1,Joia Muro de Ferro 1,Klejnot żelaznego muru 1,Самоцвет железной стены 1,철벽주【1】,鐵壁珠【１】,حلية الجدار الحديدي 1
Refresh Jewel 2,早気珠【２】,Joyau métabolisme [2],Gioiello super resistenza 2,Erfrischungs-Juwel 2,Joya de refresco 2,Joia Revigorante 2,Klejnot orzeźwienia 2,Самоцвет обновления 2,조기주【2】,早氣珠【２】,حلية التجدد 2
Blast Jewel 1,爆破珠【１】,Joyau explosion [1],Gioiello attacco scoppio 1,Explosion-Juwel 1,Joya nitro 1,Joia Explosão 1,Klejnot wybuchu 1,Самоцвет взрыва 1,폭파주【1】,爆破珠【１】,حلية الانفجار 1
Sleepcoat Jewel 3,眠瓶珠【３】,Joyau sporifère [3],Gioiello applica sonno 3,Schlafbeschichtung-Juwel 3,Joya somnífera 3,Joia Camada de Sono 3,Klejnot powłoki snu 3,Самоцвет улучшения сна 3,수면병주【3】,眠瓶珠【３】,حلية غطاء النوم 3
Blastcoat Jewel 3,爆瓶珠【３】,Joyau explosif [3],Gioiello applica scoppio 3,Sprengbeschichtung-Juwel 3,Joya de nitro 3,Joia Camada de Explosão 3,Klejnot powłoki wybuchu 3,Самоцвет улучшения взрыва 3,폭파병주【3】,爆瓶珠【３】,حلية غطاء الانفجار 3
Throttle Jewel 2,全開珠【２】,Joyau occulte [2],Gioiello forza latente 2,Vollgas-Juwel 2,Joya del poder 2,Joia Aceleradora 2,Klejnot przyśpieszenia 2,Самоцвет удушения 2,전개주【2】,全開珠【２】,حلية الخنق 2
Challenger Jewel 2,挑戦珠【２】,Joyau de témérité [2],Gioiello istigatore 2,Herausforderer-Juwel 2,Joya desafiante 2,Joia do Desafiante 2,Klejnot prowokatora 2,Самоцвет вызова 2,도전주【2】,挑戰珠【２】,حلية المتحدي 2
Attack Jewel 1,攻撃珠【１】,Joyau attaque [1],Gioiello attacco 1,Angriff-Juwel 1,Joya de ataque 1,Joia Ataque 1,Klejnot ataku 1,Самоцвет атаки 1,공격주【1】,攻擊珠【１】,حلية الهجوم 1
Flawless Jewel 2,無傷珠【２】,Joyau parfait [2],Gioiello forma perfetta 2,Makellos-Juwel 2,Joya del ileso 2,Joia da Perfeição 2,Klejnot perfekcji 2,Безупречный самоцвет 2,무결주【2】,無傷珠【２】,حلية الكمال 2
Magazine Jewel 2,増弾珠【２】,Joyau du franc-tireur [2],Gioiello bonus capacità 2,Magazin-Juwel 2,Joya almacén 2,Joia Aljava 2,Klejnot magazynka 2,Самоцвет боезапаса 2,증탄주【2】,增彈珠【２】,حلية المخزن 2
Mighty Jewel 2,渾身珠【２】,Joyau d'omnipotence [2],Gioiello massima potenza 2,Mächtiges Juwel 2,Joya poderosa 2,Joia Potente 2,Klejnot mocy 2,Могучий самоцвет 2,혼신주【2】,渾身珠【２】,حلية الهائل 2
Sprinter Jewel 2,強走珠【２】,Joyau du marathonien [2],Gioiello maratoneta 2,Sprinter-Juwel 2,Joya de impulso 2,Joia do Corredor 2,Klejnot sprintera 2,Самоцвет бегуна 2,강주주【2】,強走珠【２】,حلية العدّاء 2
Critical Jewel 2,超心珠【２】,Joyau du berserk [2],Gioiello bonus critico 2,Kritisches Juwel 2,Joya crítica 2,Joia Crítica 2,Klejnot krytyczny 2,Критический самоцвет 2,초심주【2】,超心珠【２】,حلية الحسم 2
Artillery Jewel 1,砲術珠【１】,Joyau dynamite [1],Gioiello artigliere 1,Artillerie-Juwel 1,Joya de artillería 1,Joia Artilharia 1,Klejnot artylerii 1,Самоцвет артиллерии 1,포술주【1】,砲術珠【１】,حلية المدفعية 1
Fungiform Jewel 1,茸好珠【１】,Joyau du mycologue [1],Gioiello fungomante 1,Pilzform-Juwel 1,Joya micótica 1,Joia Fungiforme 1,Grzybny klejnot 1,Грибной самоцвет 1,이호주【1】,茸好珠【１】,حلية شكل الفطر 1
Release Jewel 3,解放珠【３】,Joyau du tireur [3],Gioiello rilascio 3,Freisetzung-Juwel 3,Joya liberadora 3,Joia Descarregamento 3,Klejnot wyładowania 3,Самоцвет высвобождения 3,해방주【3】,解放珠【３】,حلية الإطلاق 3
Spread Jewel 3,散弾珠【３】,Joyau de plomb [3],Gioiello bonus ventaglio 3,Schrot-Juwel 3,Joya abanico 3,Joia de Dispersão 3,Klejnot rozrzutu 3,Самоцвет разброса 3,산탄주【3】,散彈珠【３】,حلية الانتشار 3
Charger Jewel 2,短縮珠【２】,Joyau concentration [2],Gioiello concentrazione 2,Ladungs-Juwel 2,Joya cargadora 2,Joia Energizadora 2,Klejnot ładujący 2,Самоцвет заряда 2,단축주【2】,縮短珠【２】,حلية الشاحن 2
Handicraft Jewel 3,匠珠【３】,Joyau artisanat [3],Gioiello artigiano 3,Handwerk-Juwel 3,Joya de artesanía 3,Joia do Artesanato 3,Klejnot rękodzieła 3,Самоцвет ремесла 3,장인주【3】,匠珠【３】,حلية الحرفية 3
Mighty Bow Jewel 2,強弓珠【２】,Joyau de l'archer [2],Gioiello carica potenziata 2,Mächtiger-Bogen-Juwel 2,Joya de arco poderoso 2,Joia Arco Magnífico 2,Klejnot potężnego łuku 2,Самоцвет могучего лука 2,강궁주【2】,強弓珠【２】,حلية القوس العظيم 2
Mind's Eye Jewel 2,心眼珠【２】,Joyau spirituel [2],Gioiello preveggenza 2,Geistiges-Auge-Juwel 2,Joya ojo mental 2,Joia Olhos da Mente 2,Klejnot oka umysłu 2,Самоцвет мысленного взгляда 2,심안주【2】,心眼珠【２】,حلية عين العقل 2
Draw Jewel 2,抜刀珠【２】,Joyau dégainage [2],Gioiello critico rapido 2,Ziehen-Juwel 2,Joya de desenfunde 2,Joia de Saque 2,Klejnot dobycia broni 2,Самоцвет выхвата 2,발도주【2】,拔刀珠【２】,حلية السحب 2
Pierce Jewel 3,貫通珠【３】,Joyau de titane [3],Gioiello bonus perforanti 3,Perforations-Juwel 3,Joya perforante 3,Joia Perfurante 3,Klejnot przebicia 3,Пронзающий самоцвет 3,관통주【3】,貫通珠【３】,حلية الثقب 3
Phoenix Jewel 3,転福珠【３】,Joyau phénix [3],Gioiello coalescenza 3,Phönix-Juwel 3,Joya fénix 3,Joia da Fênix 3,Klejnot feniksa 3,Самоцвет феникса 3,전화위복주【3】,轉福珠【３】,حلية العنقاء 3
Fire Res Jewel+ 4,耐火珠Ⅱ【４】,Joyau ignifuge II [4],Gioiello resistenza fuoco II 4,Feuerabwehr-Juwel+ 4,Joya resistente al fuego+ 4,Joia Resistência a Fogo+ 4,Klejnot ognioodporności+ 4,Самоцвет Антиогонь+ 4,내화주Ⅱ【4】,耐火珠Ⅱ【４】,حلية مقاومة النار+ 4
Water Res Jewel+ 4,耐水珠Ⅱ【４】,Joyau étanche II [4],Gioiello resistenza acqua II 4,Wasserabwehr-Juwel+ 4,Joya resistente al agua+ 4,Joia Resistência a Água+ 4,Klejnot wodoodporności+ 4,Самоцвет Антивода+ 4,내수주Ⅱ【4】,耐水珠Ⅱ【４】,حلية مقاومة الماء+ 4
Ice Res Jewel+ 4,耐氷珠Ⅱ【４】,Joyau antigel II [4],Gioiello resistenza ghiaccio II 4,Eisabwehr-Juwel+ 4,Joya resistente al hielo+ 4,Joia Resistência a Gelo+ 4,Klejnot lodoodporności+ 4,Самоцвет Антилед+ 4,내빙주Ⅱ【4】,耐冰珠Ⅱ【４】,حلية مقاومة الثلج+ 4
