base_id,monster_en,quantity,is_objective
738,Black Diablos,1,True
731,Pink Rathian,1,True
732,Legiana,1,True
733,Odogaron,1,True
734,Uragaan,1,True
735,Rathalos,1,True
736,Azure Rathalos,1,True
737,Diablos,1,True
50751,Deviljho,1,True
50751,Great Jagras,1,False
50751,Kulu-Ya-Ku,1,False
50751,Tobi-Kadachi,1,False
50751,Bazelgeuse,1,False
851,Kushala Daora,1,True
893,Teostra,1,True
893,Kushala Daora,1,False
895,Kushala Daora,1,True
895,Nergigante,1,False
861,Teostra,1,True
871,Kirin,1,True
881,Vaal Hazak,1,True
881,Odogaron,1,False
894,Nergigante,1,True
894,Teostra,1,False
891,Nergigante,1,True
891,Kushala Daora,1,False
892,Kushala Daora,1,True
892,Teostra,1,False
896,Teostra,1,True
896,Nergigante,1,False
50891,Lunastra,1,True
50891,Kushala Daora,1,False
50892,Lunastra,1,True
50892,Nergigante,1,False
50861,Teostra,1,True
50861,Lunastra,1,True
992,Legiana,1,True
992,Odogaron,1,True
992,Diablos,1,True
992,Rathalos,1,True
991,Xeno'jiiva,1,True
995,Kushala Daora,1,True
995,Teostra,1,True
995,Nergigante,1,True
996,Barroth,1,True
996,Radobaan,1,True
997,Pink Rathian,1,True
997,Azure Rathalos,1,True
998,Vaal Hazak,1,True
998,Odogaron,1,True
50991,Behemoth,1,True
50701,Deviljho,1,True
50701,Great Jagras,1,False
50701,Tobi-Kadachi,1,False
50801,Teostra,1,True
50802,Lunastra,1,True
50802,Teostra,1,False
50803,Lunastra,1,True
50803,Teostra,1,True
50601,Kulu-Ya-Ku,1,True
50601,Anjanath,1,False
50601,Barroth,1,False
50905,Behemoth,1,False
50906,Behemoth,1,True
50910,Leshen,1,True
50910,Pukei-Pukei,1,False
50902,Kulve Taroth,1,True
61605,Mosswine,5,True
63033,Gajalaka,10,True
63033,Barroth,1,False
63051,Bazelgeuse,1,True
63051,Uragaan,1,True
63052,Nergigante,1,True
63104,Odogaron,1,True
63104,Legiana,1,True
63105,Odogaron,1,True
63105,Legiana,1,True
63106,Odogaron,1,True
63106,Legiana,1,True
63101,Nergigante,1,True
63102,Nergigante,1,True
63103,Nergigante,1,True
63107,Nergigante,1,True
63108,Deviljho,1,True
63109,Teostra,1,True
63109,Kushala Daora,1,True
63109,Nergigante,1,True
63110,Anjanath,1,True
63110,Rathalos,1,True
63110,Great Jagras,1,True
63130,Bazelgeuse,1,True
63131,Lunastra,1,True
61101,Kestodon,12,True
63003,Vespoid,30,True
63003,Pukei-Pukei,1,False
63001,Kulu-Ya-Ku,1,True
63001,Pukei-Pukei,1,True
63002,Paolumu,1,True
63002,Tobi-Kadachi,1,True
63031,Rathalos,1,True
63031,Tzitzi-Ya-Ku,1,True
63032,Odogaron,2,True
61103,Pukei-Pukei,1,True
61103,Tobi-Kadachi,1,True
61104,Anjanath,2,True
61104,Rathalos,1,False
61105,Paolumu,1,True
61105,Rathalos,1,True
61601,Gastodon,10,True
61603,Rathian,1,True
61603,Pink Rathian,1,True
61603,Diablos,1,False
61604,Rathalos,1,True
61604,Azure Rathalos,1,True
61606,Great Jagras,1,True
61606,Deviljho,1,False
61607,Lavasioth,1,True
67105,Great Jagras,3,True
67103,Odogaron,2,True
67603,Dodogama,1,True
67603,Azure Rathalos,1,True
67605,Anjanath,1,True
67605,Odogaron,1,True
67605,Rathalos,1,True
67605,Teostra,1,True
67608,Odogaron,1,True
67608,Deviljho,1,True
67608,Lunastra,1,True
67606,Behemoth,1,True
67610,Ancient Leshen,1,True
66101,Great Jagras,2,True
66101,Anjanath,1,False
66102,Kulu-Ya-Ku,1,True
66102,Tzitzi-Ya-Ku,1,True
66106,Great Jagras,1,True
66106,Pukei-Pukei,1,True
66106,Paolumu,1,True
64101,Diablos,1,True
64101,Barroth,2,True
66103,Radobaan,1,True
66103,Odogaron,1,True
66104,Kirin,2,True
66105,Pukei-Pukei,1,True
66105,Rathian,1,True
66105,Rathalos,1,True
62608,Zorah Magdaros,1,True
62608,Nergigante,1,False
65601,Shamos,13,True
65602,Tzitzi-Ya-Ku,3,True
65603,Kulu-Ya-Ku,1,True
65605,Great Jagras,1,True
65605,Great Girros,1,True
65605,Dodogama,1,True
64601,Uragaan,2,True
66601,Great Jagras,1,True
66601,Pukei-Pukei,1,True
66601,Tobi-Kadachi,1,True
66601,Anjanath,1,True
66601,Rathalos,1,True
66602,Kulu-Ya-Ku,1,True
66602,Barroth,1,True
66602,Jyuratodus,1,True
66602,Rathian,1,True
66602,Diablos,1,True
66603,Tzitzi-Ya-Ku,1,True
66603,Paolumu,1,True
66603,Pink Rathian,1,True
66603,Legiana,1,True
66604,Great Girros,1,True
66604,Radobaan,1,True
66604,Odogaron,1,True
66604,Bazelgeuse,1,True
66605,Dodogama,1,True
66605,Uragaan,1,True
66605,Lavasioth,1,True
66605,Azure Rathalos,1,True
66606,Diablos,1,True
66606,Black Diablos,1,True
66606,Bazelgeuse,1,False
66606,Deviljho,1,False
62502,Vaal Hazak,1,True
62502,Odogaron,1,False
62503,Kirin,1,True
62504,Teostra,1,True
62504,Kushala Daora,1,False
62505,Kushala Daora,1,True
62505,Teostra,1,False
62506,Nergigante,1,True
62506,Kushala Daora,1,False
62506,Teostra,1,False
62511,Lunastra,1,True
62511,Teostra,1,False
62515,Deviljho,1,True
62515,Dodogama,1,False
62515,Bazelgeuse,1,False
62606,Zorah Magdaros,1,True
62606,Nergigante,1,False
62607,Xeno'jiiva,1,True
62609,Xeno'jiiva,1,True
66607,Pink Rathian,1,True
66607,Legiana,1,True
66608,Anjanath,1,True
66608,Azure Rathalos,1,True
66609,Bazelgeuse,1,True
66610,Nergigante,1,True
66610,Lunastra,1,True
66610,Teostra,1,True
3101,Pukei-Pukei,1,True
3001,Kulu-Ya-Ku,1,True
3002,Rathian,1,True
3031,Tzitzi-Ya-Ku,1,True
3032,Barroth,1,True
3033,Dodogama,1,True
3034,Azure Rathalos,1,True
3051,Radobaan,1,True
3051,Uragaan,1,True
3052,Diablos,1,True
3052,Black Diablos,1,True
